MainID,n_obs,start,end,span,n_missing_years,n_zero,onset_year,n_origins,n_pos,n_neg,first_origin,last_origin,event_in_eligible_window
9663,1,-9999,-9999,1,0,0,,0,0,0,,,False
9664,1,-9999,-9999,1,0,0,,0,0,0,,,False
9665,1,-9999,-9999,1,0,0,,0,0,0,,,False
9666,1,-9999,-9999,1,0,0,,0,0,0,,,False
9667,1,-9999,-9999,1,0,0,,0,0,0,,,False
9668,1,-9999,-9999,1,0,0,,0,0,0,,,False
9669,1,-9999,-9999,1,0,0,,0,0,0,,,False
9670,1,-9999,-9999,1,0,0,,0,0,0,,,False
9671,1,-9999,-9999,1,0,0,,0,0,0,,,False
9672,1,-9999,-9999,1,0,0,,0,0,0,,,False
9673,1,-9999,-9999,1,0,0,,0,0,0,,,False
9674,1,-9999,-9999,1,0,0,,0,0,0,,,False
9675,1,-9999,-9999,1,0,0,,0,0,0,,,False
9676,1,-9999,-9999,1,0,0,,0,0,0,,,False
9677,1,-9999,-9999,1,0,0,,0,0,0,,,False
9678,1,-9999,-9999,1,0,0,,0,0,0,,,False
9679,1,-9999,-9999,1,0,0,,0,0,0,,,False
9680,1,-9999,-9999,1,0,0,,0,0,0,,,False
9681,1,-9999,-9999,1,0,0,,0,0,0,,,False
9682,1,-9999,-9999,1,0,0,,0,0,0,,,False
9684,1,-9999,-9999,1,0,0,,0,0,0,,,False
9687,33,1940,1992,53,20,0,1964.0,0,0,0,,,False
9791,21,1948,1968,21,0,0,,0,0,0,,,False
9792,21,1948,1968,21,0,0,,0,0,0,,,False
9833,10,1970,1979,10,0,0,,0,0,0,,,False
9834,10,1970,1979,10,0,0,,0,0,0,,,False
9889,13,1929,1941,13,0,3,1938.0,0,0,0,,,False
9917,24,1970,1993,24,0,0,1975.0,0,0,0,,,False
9918,24,1970,1993,24,0,0,1979.0,0,0,0,,,False
9919,23,1970,1992,23,0,0,1978.0,0,0,0,,,False
9920,23,1970,1992,23,0,0,1979.0,0,0,0,,,False
9921,23,1970,1992,23,0,0,1978.0,0,0,0,,,False
9923,19,1973,1991,19,0,1,,0,0,0,,,False
9925,12,1979,1990,12,0,1,,0,0,0,,,False
9926,8,1984,1991,8,0,0,,0,0,0,,,False
9928,14,1977,1990,14,0,0,,0,0,0,,,False
9931,14,1977,1990,14,0,0,,0,0,0,,,False
9952,11,1965,1975,11,0,0,,0,0,0,,,False
9986,3,1987,1989,3,0,0,,0,0,0,,,False
9987,4,1991,1996,6,2,0,,0,0,0,,,False
9991,1,-9999,-9999,1,0,0,,0,0,0,,,False
9993,1,-9999,-9999,1,0,0,,0,0,0,,,False
9994,1,-9999,-9999,1,0,0,,0,0,0,,,False
10037,20,1969,1988,20,0,0,1978.0,0,0,0,,,False
10066,28,1961,1988,28,0,0,1972.0,0,0,0,,,False
10067,28,1961,1988,28,0,0,1969.0,0,0,0,,,False
10068,28,1961,1988,28,0,1,1971.0,0,0,0,,,False
10072,16,1977,1992,16,0,0,,0,0,0,,,False
10073,16,1977,1992,16,0,0,,0,0,0,,,False
10074,16,1977,1992,16,0,0,,0,0,0,,,False
10075,16,1977,1992,16,0,0,,0,0,0,,,False
10077,16,1977,1992,16,0,0,,0,0,0,,,False
10078,16,1977,1992,16,0,0,,0,0,0,,,False
10079,16,1977,1992,16,0,0,,0,0,0,,,False
10080,16,1977,1992,16,0,0,,0,0,0,,,False
10083,16,1977,1992,16,0,0,,0,0,0,,,False
10084,28,1953,1980,28,0,0,,0,0,0,,,False
10095,23,1968,1990,23,0,0,1983.0,0,0,0,,,False
10102,19,1966,1987,22,3,0,,0,0,0,,,False
10103,19,1967,1987,21,2,0,,0,0,0,,,False
10104,15,1972,1986,15,0,0,,0,0,0,,,False
10105,15,1972,1986,15,0,0,,0,0,0,,,False
10106,13,1973,1985,13,0,0,,0,0,0,,,False
10119,18,1964,1981,18,0,0,,0,0,0,,,False
10129,23,1971,1993,23,0,0,1992.0,0,0,0,,,False
10130,21,1971,1991,21,0,0,,0,0,0,,,False
10135,25,1961,1985,25,0,0,,0,0,0,,,False
10155,20,1974,1993,20,0,4,1982.0,0,0,0,,,False
10167,15,1966,1980,15,0,0,,0,0,0,,,False
20670,12,1976,1987,12,0,0,,0,0,0,,,False
