scenario,S_B,n_boot,n_reps,delta_true,dev_frac,design,weighting,mu_B,delta_cal,delta_realized,sB_realized,p_meaningful,p_negligible,p_inconclusive,p_harm,p_meaningful_alt,p_negligible_alt,p_inconclusive_alt,p_harm_alt,mean_d_hat,sd_d_hat,mean_ci_width,cover95_nominal,cover95,mean_sensB,mean_sensE,mean_faB_eval,mean_faE_eval,p_faE_gt_1.5,p_degenerate_ci,mean_n_disc,n_events_eval,n_systems_eval,n_negyears_eval,n_systems_total,n_events_total
A_accessible_now,0.45,400,400,0.1,0.5,holdout,dataset,0.7893218994140625,0.873870849609375,0.1109501671724702,0.45373148324265755,0.2725,0.03,0.6975,0.0,0.3125,0.03,0.6575,0.0,0.09644300144300143,0.08151759036097353,0.2405824314574314,0.84,0.815,0.4543037518037518,0.5507467532467533,1.009706337725707,1.0062931505570791,0.0025,0.005,5.43,35.0,168.0,1928.3425,337,70
A_accessible_now,0.45,400,400,0.15,0.5,holdout,system,0.6985931396484375,1.288238525390625,0.14733333333333332,0.46166666666666667,0.545,0.0,0.455,0.0,0.545,0.0,0.455,0.0,0.15164285714285713,0.07058473994982528,0.2514446428571428,0.92,0.92,0.4526428571428572,0.6042857142857142,1.0102325479621022,1.005801917093524,0.0025,0.0025,6.6675,35.0,168.0,1928.3425,337,70
A_accessible_now,0.45,400,400,0.15,0.6,cv5,system,0.6985931396484375,1.288238525390625,0.14733333333333332,0.46166666666666667,0.83,0.0,0.17,0.0,0.8725,0.0,0.1275,0.0,0.147,0.0485288665902828,0.18241607142857133,0.9325,0.9325,0.4488214285714286,0.5958214285714285,0.9960053308274243,0.9965414938609891,0.0,0.0,13.06,70.0,337.0,3895.715,337,70
A_accessible_now,0.45,400,400,0.15,0.5,holdout,dataset,0.7893218994140625,1.216827392578125,0.1520106517076224,0.45373148324265755,0.5075,0.01,0.4825,0.0,0.53,0.01,0.46,0.0,0.1369191919191919,0.08308468178048752,0.2650905483405483,0.8275,0.8225,0.4543037518037518,0.5912229437229437,1.009706337725707,1.0069672669336054,0.0025,0.0025,6.415,35.0,168.0,1928.3425,337,70
A_accessible_now,0.45,400,400,0.1,0.6,cv5,dataset,0.7893218994140625,0.873870849609375,0.1109501671724702,0.45373148324265755,0.35,0.16,0.49,0.0,0.5625,0.16,0.2775,0.0,0.0878569415081043,0.06590669748671005,0.19951978065539105,0.81,0.75,0.4506606765327696,0.5385176180408738,0.9960312196020815,0.9971622464724506,0.0,0.0,10.6325,70.0,337.0,3895.715,337,70
C_RAMfull_x3_only,0.45,400,400,0.0,0.5,holdout,system,0.6286468505859375,0.129364013671875,0.01666666666666672,0.42866666666666664,0.025,0.46,0.5,0.015,0.045,0.46,0.48,0.015,0.011730769230769229,0.04739315181783385,0.17163846153846152,0.935,0.9,0.4382692307692308,0.45,0.9976035850107965,0.9954191635938079,0.0,0.0,8.6875,65.0,256.0,4417.1575,510,129
C_RAMfull_x3_only,0.45,400,400,0.05,0.5,holdout,system,0.6286468505859375,0.523223876953125,0.063,0.42866666666666664,0.1725,0.1525,0.675,0.0,0.24,0.1525,0.6075,0.0,0.06019230769230769,0.04649279498445566,0.17585673076923072,0.935,0.9425,0.4382692307692308,0.49846153846153846,0.9976035850107965,0.9953476326666668,0.0,0.0,9.3825,65.0,256.0,4417.1575,510,129
A_accessible_now,0.45,400,400,0.15,0.6,cv5,dataset,0.7893218994140625,1.216827392578125,0.1520106517076224,0.45373148324265755,0.6025,0.0525,0.345,0.0,0.785,0.0525,0.1625,0.0,0.12992758985200845,0.07165915038663255,0.2153605576109936,0.76,0.76,0.4506606765327696,0.580588266384778,0.9960312196020815,0.9968618194215741,0.0,0.0,12.6,70.0,337.0,3895.715,337,70
C_RAMfull_x3_only,0.45,400,400,0.0,0.6,cv5,system,0.6286468505859375,0.129364013671875,0.01666666666666672,0.42866666666666664,0.005,0.745,0.25,0.0,0.0425,0.745,0.2125,0.0,0.013449612403100776,0.03047350666686395,0.12529651162790695,0.9575,0.9475,0.4428100775193798,0.4562596899224806,0.9950136538794158,0.9949009992403797,0.0,0.0,17.73,129.0,510.0,8710.0175,510,129
C_RAMfull_x3_only,0.45,400,400,0.1,0.5,holdout,system,0.6286468505859375,0.887969970703125,0.10999999999999999,0.42866666666666664,0.5075,0.0375,0.455,0.0,0.575,0.0375,0.3875,0.0,0.10538461538461538,0.04885119723670766,0.1853375,0.92,0.9275,0.4382692307692308,0.5436538461538462,0.9976035850107965,0.9956456624259221,0.0,0.0,10.855,65.0,256.0,4417.1575,510,129
C_RAMfull_x3_only,0.45,400,400,0.15,0.5,holdout,system,0.6286468505859375,1.244659423828125,0.15833333333333333,0.42866666666666664,0.7825,0.0075,0.21,0.0,0.835,0.0075,0.1575,0.0,0.14765384615384616,0.052566510028708394,0.19694423076923073,0.9375,0.9225,0.4382692307692308,0.5859230769230769,0.9976035850107965,0.9954179798166456,0.0,0.0,12.7625,65.0,256.0,4417.1575,510,129
C_RAMfull_x3_only,0.45,400,400,0.05,0.6,cv5,system,0.6286468505859375,0.523223876953125,0.063,0.42866666666666664,0.15,0.2025,0.6475,0.0,0.45,0.2025,0.3475,0.0,0.061782945736434114,0.032639636882745564,0.12749757751937982,0.9325,0.94,0.4428100775193798,0.504593023255814,0.9950136538794158,0.9949570261634011,0.0,0.0,19.01,129.0,510.0,8710.0175,510,129
C_RAMfull_x3_only,0.45,400,400,0.1,0.6,cv5,system,0.6286468505859375,0.887969970703125,0.10999999999999999,0.42866666666666664,0.6025,0.015,0.3825,0.0,0.8775,0.015,0.1075,0.0,0.1067829457364341,0.03484051992176311,0.13503682170542633,0.9475,0.94,0.4428100775193798,0.5495930232558139,0.9950136538794158,0.995365942136786,0.0,0.0,22.005,129.0,510.0,8710.0175,510,129
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.0,0.5,holdout,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0075,0.6225,0.34,0.03,0.0275,0.6225,0.32,0.03,-0.0010759493670886068,0.04102522679683394,0.15283860759493667,0.9425,0.9175,0.43705696202531646,0.43598101265822786,0.9860631663742737,0.9867535479217279,0.0,0.0,10.335,79.0,340.0,4880.7025,677,156
C_RAMfull_x3_only,0.45,400,400,0.15,0.6,cv5,system,0.6286468505859375,1.244659423828125,0.15833333333333333,0.42866666666666664,0.915,0.0025,0.0825,0.0,0.985,0.0025,0.0125,0.0,0.14823643410852713,0.036593090178424666,0.14307122093023253,0.94,0.925,0.4428100775193798,0.5910465116279071,0.9950136538794158,0.9953551688458142,0.0,0.0,25.7475,129.0,510.0,8710.0175,510,129
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.0,0.5,holdout,dataset,0.6783599853515625,0.187591552734375,0.012768405127193627,0.41851019878737983,0.0325,0.56,0.385,0.0225,0.0675,0.56,0.35,0.0225,0.00975602175602175,0.06507469827992228,0.1938396464646464,0.9075,0.8825,0.42076379176379175,0.43051981351981355,0.9854322608775103,0.9870453614400606,0.0,0.0,10.32,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.0,0.6,cv5,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.89,0.0725,0.0375,0.0225,0.89,0.05,0.0375,-0.0021314102564102566,0.028905050763081735,0.11028645833333332,0.9375,0.9275,0.43958333333333344,0.43745192307692315,0.9947119134224457,0.9942836200472831,0.0,0.0,20.2625,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.05,0.5,holdout,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.1225,0.2125,0.665,0.0,0.2325,0.2125,0.555,0.0,0.0504746835443038,0.041200204723035025,0.15765268987341768,0.925,0.9225,0.43705696202531646,0.48753164556962025,0.9860631663742737,0.9868672397167322,0.0,0.0,11.0575,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.0,0.6,cv5,dataset,0.6783599853515625,0.187591552734375,0.012768405127193627,0.41851019878737983,0.0525,0.685,0.25,0.0125,0.0925,0.685,0.21,0.0125,0.01605872680291285,0.05350171431063144,0.16062308403805492,0.855,0.8975,0.4152394879022786,0.4312982147051915,0.9949518512652971,0.9943677622504681,0.0,0.0,20.6075,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.05,0.5,holdout,dataset,0.6783599853515625,0.562957763671875,0.04990641642439986,0.41851019878737983,0.1425,0.3425,0.515,0.0,0.2725,0.3425,0.385,0.0,0.05051631701631701,0.06597838736824721,0.20230341880341876,0.8325,0.8325,0.42076379176379175,0.47128010878010884,0.9854322608775103,0.9871159921287949,0.0,0.0,11.1275,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.05,0.6,cv5,system,0.6371612548828125,0.466644287109375,0.05399999999999999,0.43966666666666665,0.0725,0.3975,0.53,0.0,0.4,0.3975,0.2025,0.0,0.05209935897435898,0.030513014753191504,0.1127952724358974,0.9275,0.9125,0.43958333333333344,0.49168269230769235,0.9947119134224457,0.9943605905424738,0.0,0.0,21.6825,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.1,0.5,holdout,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.605,0.03,0.365,0.0,0.6975,0.03,0.2725,0.0,0.10408227848101266,0.042600737889624755,0.16676819620253164,0.9425,0.945,0.43705696202531646,0.5411392405063291,0.9860631663742737,0.9875126686828107,0.0,0.0,12.9775,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.1,0.5,holdout,dataset,0.6783599853515625,1.017974853515625,0.10590916497294334,0.41851019878737983,0.4175,0.15,0.4325,0.0,0.6175,0.15,0.2325,0.0,0.10652136752136751,0.07588266493575392,0.2290777000777,0.83,0.825,0.42076379176379175,0.5272851592851593,0.9854322608775103,0.9874423213000455,0.0,0.0,13.5,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.1,0.6,cv5,system,0.6371612548828125,0.909027099609375,0.10999999999999999,0.43966666666666665,0.595,0.0375,0.3675,0.0,0.9175,0.0375,0.045,0.0,0.10641025641025642,0.032651345728028865,0.12036698717948717,0.9125,0.93,0.43958333333333344,0.5459935897435897,0.9947119134224457,0.9943849527398088,0.0,0.0,25.91,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.05,0.6,cv5,dataset,0.6783599853515625,0.562957763671875,0.04990641642439986,0.41851019878737983,0.2025,0.4125,0.385,0.0,0.3775,0.4125,0.21,0.0,0.059758339206013616,0.05639528229969317,0.16949640738783173,0.885,0.885,0.4152394879022786,0.47499782710829225,0.9949518512652971,0.9941450610746605,0.0,0.0,22.435,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.15,0.5,holdout,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.9,0.0025,0.0975,0.0,0.9375,0.0025,0.06,0.0,0.1561392405063291,0.04553466541451322,0.17908702531645568,0.95,0.95,0.43705696202531646,0.5931962025316456,0.9860631663742737,0.9871877225377689,0.0,0.0,15.915,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.15,0.5,holdout,dataset,0.6783599853515625,1.468414306640625,0.16463232267359595,0.41851019878737983,0.715,0.0425,0.2425,0.0,0.8475,0.0425,0.11,0.0,0.16040015540015543,0.08565189748968827,0.25331016899766895,0.8525,0.8175,0.42076379176379175,0.5811639471639473,0.9854322608775103,0.9878189424552306,0.0,0.0,16.745,79.0,340.0,4880.7025,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.1,0.6,cv5,dataset,0.6783599853515625,1.017974853515625,0.10590916497294334,0.41851019878737983,0.52,0.0925,0.3875,0.0,0.805,0.0925,0.1025,0.0,0.11333327460653042,0.060658109402648375,0.19190320354709883,0.8725,0.87,0.4152394879022786,0.528572762508809,0.9949518512652971,0.99479614577502,0.0,0.0,27.035,156.0,677.0,9655.0675,677,156
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.15,0.6,cv5,system,0.6371612548828125,1.329254150390625,0.15566666666666673,0.43966666666666665,0.9525,0.0,0.0475,0.0,1.0,0.0,0.0,0.0,0.1572596153846154,0.0337731947222513,0.12890344551282049,0.94,0.9425,0.43958333333333344,0.5968429487179486,0.9947119134224457,0.9943227567508017,0.0,0.0,31.5675,156.0,677.0,9655.0675,677,156
E_D+LPD_projection,0.45,400,400,0.0,0.5,holdout,system,0.7050933837890625,0.192901611328125,0.016661112962345903,0.4675108297234255,0.0175,0.6725,0.3025,0.0075,0.0625,0.6725,0.2575,0.0075,0.01271052631578947,0.039511796225621204,0.13831842105263153,0.9275,0.9025,0.4611578947368421,0.47386842105263155,0.9927655411924787,0.9894522207806926,0.0,0.0,12.2425,95.0,540.0,7126.715,1077,188
D_RAMfull_x3+FishGlob+GPDD,0.45,400,400,0.15,0.6,cv5,dataset,0.6783599853515625,1.468414306640625,0.16463232267359595,0.41851019878737983,0.825,0.005,0.17,0.0,0.945,0.005,0.05,0.0,0.1652710241954428,0.06496629221986751,0.21385483321587967,0.875,0.825,0.4152394879022786,0.5805105120977214,0.9949518512652971,0.9946761540953805,0.0,0.0,33.4625,156.0,677.0,9655.0675,677,156
E_D+LPD_projection,0.45,400,400,0.0,0.5,holdout,dataset,0.7636871337890625,0.174591064453125,0.018624002989875876,0.46792337236981363,0.0475,0.5975,0.32,0.035,0.0825,0.5975,0.285,0.035,0.010347938519813521,0.06291647000205283,0.18217186999198712,0.87,0.855,0.4544579509032634,0.4648058894230769,0.9924400155928339,0.9892495947481447,0.0,0.0,12.545,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.0,0.6,cv5,system,0.7050933837890625,0.192901611328125,0.016661112962345903,0.4675108297234255,0.0,0.8575,0.135,0.0075,0.07,0.8575,0.065,0.0075,0.016396276595744677,0.027211552358594068,0.10025764627659572,0.915,0.925,0.4621675531914893,0.47856382978723405,0.9943531918179238,0.993922202992021,0.0,0.0,24.4925,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.05,0.5,holdout,system,0.7050933837890625,0.630889892578125,0.07564145284905033,0.4675108297234255,0.2025,0.1875,0.6075,0.0025,0.3725,0.1875,0.4375,0.0025,0.06592105263157895,0.03962990675448266,0.1431256578947368,0.895,0.905,0.4611578947368421,0.527078947368421,0.9927655411924787,0.9892111714311514,0.0,0.0,13.5325,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.05,0.5,holdout,dataset,0.7636871337890625,0.673736572265625,0.0946832700135316,0.46792337236981363,0.24,0.2575,0.5,0.0025,0.42,0.2575,0.32,0.0025,0.07056528627622377,0.06835504409250766,0.18869915273528548,0.8575,0.745,0.4544579509032634,0.5250232371794872,0.9924400155928339,0.9889999270832129,0.0,0.0,13.7675,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.05,0.6,cv5,system,0.7050933837890625,0.630889892578125,0.07564145284905033,0.4675108297234255,0.15,0.2125,0.6375,0.0,0.675,0.2125,0.1125,0.0,0.06917553191489362,0.027966831271025797,0.10476761968085103,0.8875,0.9225,0.4621675531914893,0.531343085106383,0.9943531918179238,0.9937800496294139,0.0,0.0,27.3,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.0,0.6,cv5,dataset,0.7636871337890625,0.174591064453125,0.018624002989875876,0.46792337236981363,0.0275,0.6925,0.2675,0.0125,0.055,0.6925,0.24,0.0125,0.011057652285940805,0.0428434461809514,0.14478073178184456,0.9025,0.9225,0.4562792074083862,0.467336859694327,0.9941755188629248,0.9940766841082015,0.0,0.0,24.5325,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.1,0.5,holdout,system,0.7050933837890625,0.998748779296875,0.1229590136621127,0.4675108297234255,0.6025,0.025,0.3725,0.0,0.775,0.025,0.2,0.0,0.10928947368421053,0.04053419528461711,0.1511302631578947,0.9425,0.9175,0.4611578947368421,0.5704473684210527,0.9927655411924787,0.9894231281804519,0.0,0.0,15.7025,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.1,0.5,holdout,dataset,0.7636871337890625,1.121429443359375,0.14843073579073063,0.46792337236981363,0.55,0.07,0.38,0.0,0.7475,0.07,0.1825,0.0,0.12106073353729602,0.07184264292108798,0.20339110759032628,0.8625,0.735,0.4544579509032634,0.5755186844405594,0.9924400155928339,0.9891776186961596,0.0,0.0,16.5875,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.05,0.6,cv5,dataset,0.7636871337890625,0.673736572265625,0.0946832700135316,0.46792337236981363,0.2375,0.27,0.4925,0.0,0.535,0.27,0.195,0.0,0.07094150259866103,0.04663014377125301,0.15087774703796683,0.8925,0.77,0.4562792074083862,0.5272207100070472,0.9941755188629248,0.9940079725185285,0.0,0.0,27.715,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.1,0.6,cv5,system,0.7050933837890625,0.998748779296875,0.1229590136621127,0.4675108297234255,0.6975,0.0125,0.29,0.0,0.975,0.0125,0.0125,0.0,0.11386968085106383,0.02973712550173737,0.11032878989361698,0.8975,0.9025,0.4621675531914893,0.5760372340425532,0.9943531918179238,0.9941209309059849,0.0,0.0,31.8875,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.15,0.5,holdout,system,0.7050933837890625,1.448089599609375,0.17727424191936025,0.4675108297234255,0.91,0.005,0.085,0.0,0.9575,0.005,0.0375,0.0,0.16071052631578947,0.04312953308636206,0.16292697368421052,0.945,0.92,0.4611578947368421,0.6218684210526316,0.9927655411924787,0.9893325505905267,0.0,0.0,19.2725,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.15,0.5,holdout,dataset,0.7636871337890625,1.540924072265625,0.19387754274592128,0.46792337236981363,0.8025,0.0075,0.19,0.0,0.9025,0.0075,0.09,0.0,0.16951839306526806,0.07485442898068141,0.22490311589452205,0.87,0.7725,0.4544579509032634,0.6239763439685315,0.9924400155928339,0.9890815778045945,0.0,0.0,20.1275,95.0,540.0,7126.715,1077,188
E_D+LPD_projection,0.45,400,400,0.1,0.6,cv5,dataset,0.7636871337890625,1.121429443359375,0.14843073579073063,0.46792337236981363,0.575,0.04,0.385,0.0,0.845,0.04,0.115,0.0,0.12114997082011979,0.05194871261141999,0.1683295539194635,0.8875,0.7,0.4562792074083862,0.577429178228506,0.9941755188629248,0.9942192896674632,0.0,0.0,33.5425,188.0,1077.0,14187.885,1077,188
E_D+LPD_projection,0.45,400,400,0.15,0.6,cv5,system,0.7050933837890625,1.448089599609375,0.17727424191936025,0.4675108297234255,0.9925,0.0,0.0075,0.0,1.0,0.0,0.0,0.0,0.1663563829787234,0.031684935143731024,0.11829853723404252,0.91,0.915,0.4621675531914893,0.6285239361702127,0.9943531918179238,0.9939915915050768,0.0,0.0,39.245,188.0,1077.0,14187.885,1077,188
D_scaled_x1.5,0.45,400,400,0.0,0.5,holdout,system,0.6596832275390625,0.056854248046875,0.002678272514228308,0.45831938399732175,0.0,0.7875,0.19,0.0225,0.0325,0.7875,0.1575,0.0225,0.003771186440677966,0.03311069965760914,0.12662605932203388,0.945,0.9325,0.44036016949152545,0.4441313559322034,0.995702169508776,0.993272718917975,0.0,0.0,15.43,118.0,509.0,7235.2125,1016,235
D_scaled_x1.5,0.45,400,400,0.05,0.5,holdout,system,0.6596832275390625,0.487701416015625,0.05858721124874455,0.45831938399732175,0.1175,0.2525,0.63,0.0,0.3625,0.2525,0.385,0.0,0.05694915254237288,0.034348356899965404,0.12809004237288132,0.9275,0.9375,0.44036016949152545,0.49730932203389827,0.995702169508776,0.9937205766893018,0.0,0.0,16.38,118.0,509.0,7235.2125,1016,235
D_scaled_x1.5,0.45,400,400,0.0,0.6,cv5,system,0.6596832275390625,0.056854248046875,0.002678272514228308,0.45831938399732175,0.0,0.9525,0.0125,0.035,0.0125,0.9525,0.0,0.035,0.0005638297872340405,0.025437513227444357,0.0905787234042553,0.9325,0.915,0.44360638297872335,0.4441702127659575,0.9947586450966811,0.9942402165896518,0.0,0.0,30.4825,235.0,1016.0,14449.86,1016,235
E_D+LPD_projection,0.45,400,400,0.15,0.6,cv5,dataset,0.7636871337890625,1.540924072265625,0.19387754274592128,0.46792337236981363,0.8625,0.0,0.1375,0.0,0.935,0.0,0.065,0.0,0.16814873755725862,0.057037215564544046,0.18298908170091172,0.8775,0.7275,0.4562792074083862,0.6244279449656449,0.9941755188629248,0.9938595906131396,0.0,0.0,40.3575,188.0,1077.0,14187.885,1077,188
D_scaled_x1.5,0.45,400,400,0.1,0.5,holdout,system,0.6596832275390625,0.910675048828125,0.10445262805490452,0.45831938399732175,0.625,0.015,0.36,0.0,0.845,0.015,0.14,0.0,0.10838983050847456,0.035764746171921165,0.13708209745762712,0.9275,0.945,0.44036016949152545,0.54875,0.995702169508776,0.9934144027417401,0.0,0.0,19.455,118.0,509.0,7235.2125,1016,235
D_scaled_x1.5,0.45,400,400,0.05,0.6,cv5,system,0.6596832275390625,0.487701416015625,0.05858721124874455,0.45831938399732175,0.0275,0.5275,0.445,0.0,0.4525,0.5275,0.02,0.0,0.05328723404255318,0.025265498428361892,0.09228218085106381,0.93,0.935,0.44360638297872335,0.49689361702127655,0.9947586450966811,0.9943926214741415,0.0,0.0,32.5825,235.0,1016.0,14449.86,1016,235
D_scaled_x1.5,0.45,400,400,0.15,0.5,holdout,system,0.6596832275390625,1.312957763671875,0.15165718111817872,0.45831938399732175,0.9475,0.0,0.0525,0.0,0.9875,0.0,0.0125,0.0,0.15641949152542373,0.03894248415175746,0.14698093220338979,0.935,0.935,0.44036016949152545,0.5967796610169491,0.995702169508776,0.9932444817446653,0.0,0.0,23.5575,118.0,509.0,7235.2125,1016,235
D_scaled_x2.0,0.45,400,400,0.0,0.5,holdout,system,0.6371612548828125,0.040924072265625,-0.0033333333333332993,0.43966666666666665,0.0,0.905,0.07,0.025,0.0225,0.905,0.0475,0.025,0.0003525641025641027,0.02874429531185977,0.10910016025641024,0.95,0.9375,0.435625,0.4359775641025641,0.9911042237489552,0.9888146476235701,0.0,0.0,20.075,156.0,677.0,9653.085,1354,312
D_scaled_x1.5,0.45,400,400,0.1,0.6,cv5,system,0.6596832275390625,0.910675048828125,0.10445262805490452,0.45831938399732175,0.58,0.0225,0.3975,0.0,0.9775,0.0225,0.0,0.0,0.10581914893617021,0.026789601173715157,0.09765930851063828,0.9175,0.9225,0.44360638297872335,0.5494255319148936,0.9947586450966811,0.9945264676737294,0.0,0.0,38.4625,235.0,1016.0,14449.86,1016,235
